{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_10.igc', 'dec_date': '250111', 'dec_heure': '120833', 'nearest_dist': 759.7588512561554, 'nearest': 'FAYENCE', 'maxi_date': '250111', 'maxi_heure': '141457', 'altiMax': 1630.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_14252.igc', 'dec_date': '280611', 'dec_heure': '114108', 'nearest_dist': 306.6986426965379, 'nearest': 'BARCELONNETTE SAINT PONS', 'maxi_date': '280611', 'maxi_heure': '140152', 'altiMax': 4153.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_14253.igc', 'dec_date': '280611', 'dec_heure': '151217', 'nearest_dist': 246.4295439143947, 'nearest': 'BARCELONNETTE SAINT PONS', 'maxi_date': '280611', 'maxi_heure': '160521', 'altiMax': 3872.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_14254.igc', 'dec_date': '260611', 'dec_heure': '120618', 'nearest_dist': 510.6713467884938, 'nearest': 'NANCY MALZEVILLE', 'maxi_date': '260611', 'maxi_heure': '124026', 'altiMax': 1595.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_14255.igc', 'dec_date': '270611', 'dec_heure': '130523', 'nearest_dist': 437.6825995107489, 'nearest': 'NANCY MALZEVILLE', 'maxi_date': '270611', 'maxi_heure': '154108', 'altiMax': 2080.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_14256.igc', 'dec_date': '280611', 'dec_heure': '131745', 'nearest_dist': 547.5824588948536, 'nearest': 'NANCY MALZEVILLE', 'maxi_date': '280611', 'maxi_heure': '150116', 'altiMax': 2240.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_14257.igc', 'dec_date': '270611', 'dec_heure': '135626', 'nearest_dist': 254.36115726271612, 'nearest': 'BARCELONNETTE SAINT PONS', 'maxi_date': '270611', 'maxi_heure': '143058', 'altiMax': 3252.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_14258.igc', 'dec_date': '260611', 'dec_heure': '130503', 'nearest_dist': 294.3004079797581, 'nearest': 'BARCELONNETTE SAINT PONS', 'maxi_date': '260611', 'maxi_heure': '132627', 'altiMax': 3484.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_14259.igc', 'dec_date': '260611', 'dec_heure': '144049', 'nearest_dist': 591.9203772588662, 'nearest': 'CHATELLERAULT TARGE', 'maxi_date': '260611', 'maxi_heure': '145905', 'altiMax': 1869.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_1426.igc', 'dec_date': '010411', 'dec_heure': '104123', 'nearest_dist': 162.67983248669856, 'nearest': 'SISTERON VAUMEILH', 'maxi_date': '010411', 'maxi_heure': '121547', 'altiMax': 3255.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_14260.igc', 'dec_date': '260611', 'dec_heure': '123856', 'nearest_dist': 290.94263015543936, 'nearest': 'CHAUVIGNY', 'maxi_date': '260611', 'maxi_heure': '125708', 'altiMax': 1345.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_14261.igc', 'dec_date': '280611', 'dec_heure': '105013', 'nearest_dist': 534.5619780710118, 'nearest': 'GRENOBLE LE VERSOUD', 'maxi_date': '280611', 'maxi_heure': '131918', 'altiMax': 4333.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_14262.igc', 'dec_date': '260611', 'dec_heure': '121259', 'nearest_dist': 251.8642780214359, 'nearest': 'BUNO BONNEVAUX', 'maxi_date': '260611', 'maxi_heure': '131120', 'altiMax': 1394.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_14263.igc', 'dec_date': '260611', 'dec_heure': '124039', 'nearest_dist': 126142.09670672093, 'nearest': 'HAGUENAU', 'maxi_date': '260611', 'maxi_heure': '132010', 'altiMax': 1300.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_14264.igc', 'dec_date': '280611', 'dec_heure': '131255', 'nearest_dist': 693.3654519943825, 'nearest': 'PONT SUR YONNE', 'maxi_date': '280611', 'maxi_heure': '152851', 'altiMax': 2689.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_14265.igc', 'dec_date': '250611', 'dec_heure': '102851', 'nearest_dist': 40.35215149280483, 'nearest': 'PONT SUR YONNE', 'maxi_date': '250611', 'maxi_heure': '152843', 'altiMax': 1659.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_14266.igc', 'dec_date': '240611', 'dec_heure': '101736', 'nearest_dist': 126324.71752487333, 'nearest': 'HAGUENAU', 'maxi_date': '240611', 'maxi_heure': '103406', 'altiMax': 1621.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_14267.igc', 'dec_date': '240611', 'dec_heure': '120132', 'nearest_dist': 126317.72750223028, 'nearest': 'HAGUENAU', 'maxi_date': '240611', 'maxi_heure': '142159', 'altiMax': 2154.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_14268.igc', 'dec_date': '170611', 'dec_heure': '103302', 'nearest_dist': 126519.81026235268, 'nearest': 'HAGUENAU', 'maxi_date': '170611', 'maxi_heure': '120831', 'altiMax': 1561.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_1427.igc', 'dec_date': '010411', 'dec_heure': '102734', 'nearest_dist': 378.3122938085592, 'nearest': 'SISTERON VAUMEILH', 'maxi_date': '010411', 'maxi_heure': '133445', 'altiMax': 3578.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_14271.igc', 'dec_date': '270611', 'dec_heure': '101601', 'nearest_dist': 206.36053330559082, 'nearest': 'VINON', 'maxi_date': '270611', 'maxi_heure': '150316', 'altiMax': 4268.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_14272.igc', 'dec_date': '270611', 'dec_heure': '131944', 'nearest_dist': 372.89187296581, 'nearest': 'CHAMBERY CHALLES LES EAUX', 'maxi_date': '270611', 'maxi_heure': '155508', 'altiMax': 1706.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_14273.igc', 'dec_date': '280611', 'dec_heure': '130452', 'nearest_dist': 335.6299062128913, 'nearest': 'CHAMBERY CHALLES LES EAUX', 'maxi_date': '280611', 'maxi_heure': '152300', 'altiMax': 2437.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_14274.igc', 'dec_date': '280611', 'dec_heure': '111106', 'nearest_dist': 151.05850085312665, 'nearest': 'VINON', 'maxi_date': '280611', 'maxi_heure': '142619', 'altiMax': 4157.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_14275.igc', 'dec_date': '280611', 'dec_heure': '093335', 'nearest_dist': 122836.60378404774, 'nearest': 'BALE-MULHOUSE', 'maxi_date': '280611', 'maxi_heure': '120345', 'altiMax': 2870.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_14276.igc', 'dec_date': '280611', 'dec_heure': '091155', 'nearest_dist': 803.1026449571907, 'nearest': 'FAYENCE', 'maxi_date': '280611', 'maxi_heure': '150218', 'altiMax': 4286.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_14277.igc', 'dec_date': '280611', 'dec_heure': '090020', 'nearest_dist': 789.3513235991002, 'nearest': 'FAYENCE', 'maxi_date': '280611', 'maxi_heure': '140014', 'altiMax': 4191.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_14278.igc', 'dec_date': '280611', 'dec_heure': '101648', 'nearest_dist': 310.9573752916301, 'nearest': 'VINON', 'maxi_date': '280611', 'maxi_heure': '144902', 'altiMax': 4149.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_14279.igc', 'dec_date': '250611', 'dec_heure': '090851', 'nearest_dist': 784.1664109231573, 'nearest': 'FAYENCE', 'maxi_date': '250611', 'maxi_heure': '132906', 'altiMax': 2878.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_1428.igc', 'dec_date': '010411', 'dec_heure': '105928', 'nearest_dist': 386.13158784138136, 'nearest': 'SISTERON VAUMEILH', 'maxi_date': '010411', 'maxi_heure': '122304', 'altiMax': 3145.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_14280.igc', 'dec_date': '200611', 'dec_heure': '084924', 'nearest_dist': 780.033818385257, 'nearest': 'FAYENCE', 'maxi_date': '200611', 'maxi_heure': '132032', 'altiMax': 3593.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_14281.igc', 'dec_date': '280611', 'dec_heure': '104325', 'nearest_dist': 384.8054656138669, 'nearest': 'CHAMBERY CHALLES LES EAUX', 'maxi_date': '280611', 'maxi_heure': '133909', 'altiMax': 4262.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_14282.igc', 'dec_date': '280611', 'dec_heure': '100244', 'nearest_dist': 361.44191736212207, 'nearest': 'CHAMBERY CHALLES LES EAUX', 'maxi_date': '280611', 'maxi_heure': '104756', 'altiMax': 2690.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_14283.igc', 'dec_date': '280611', 'dec_heure': '132434', 'nearest_dist': 296.90359674364515, 'nearest': 'ALBERTVILLE', 'maxi_date': '280611', 'maxi_heure': '145016', 'altiMax': 2580.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_14284.igc', 'dec_date': '250611', 'dec_heure': '125113', 'nearest_dist': 20935.43481911359, 'nearest': 'ORLEANS BRICY', 'maxi_date': '250611', 'maxi_heure': '165733', 'altiMax': 1744.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_14285.igc', 'dec_date': '260611', 'dec_heure': '122438', 'nearest_dist': 20351.142356516673, 'nearest': 'ORLEANS BRICY', 'maxi_date': '260611', 'maxi_heure': '130454', 'altiMax': 1396.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_14286.igc', 'dec_date': '280611', 'dec_heure': '093034', 'nearest_dist': 595.9956489591304, 'nearest': 'ROMANS SAINT PAUL', 'maxi_date': '280611', 'maxi_heure': '135434', 'altiMax': 4108.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_14287.igc', 'dec_date': '280611', 'dec_heure': '114607', 'nearest_dist': 447.1965129654241, 'nearest': 'GAP TALLARD', 'maxi_date': '280611', 'maxi_heure': '143336', 'altiMax': 3836.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_14288.igc', 'dec_date': '280611', 'dec_heure': '095844', 'nearest_dist': 715.3955362464895, 'nearest': 'FAYENCE', 'maxi_date': '280611', 'maxi_heure': '141628', 'altiMax': 4188.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_14289.igc', 'dec_date': '280611', 'dec_heure': '105649', 'nearest_dist': 172.15117272587156, 'nearest': 'BARCELONNETTE SAINT PONS', 'maxi_date': '280611', 'maxi_heure': '124912', 'altiMax': 4061.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_1429.igc', 'dec_date': '230311', 'dec_heure': '111615', 'nearest_dist': 204.7795876733897, 'nearest': 'SISTERON VAUMEILH', 'maxi_date': '230311', 'maxi_heure': '142107', 'altiMax': 4339.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_14290.igc', 'dec_date': '280611', 'dec_heure': '075808', 'nearest_dist': 274883.07177418, 'nearest': 'STRASBOURG NEUHOF', 'maxi_date': '280611', 'maxi_heure': '133320', 'altiMax': 4360.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_14291.igc', 'dec_date': '140611', 'dec_heure': '101039', 'nearest_dist': 434.8273299362605, 'nearest': 'PUIMOISSON', 'maxi_date': '140611', 'maxi_heure': '134303', 'altiMax': 3729.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_14292.igc', 'dec_date': '160611', 'dec_heure': '105217', 'nearest_dist': 437.4373627462297, 'nearest': 'PUIMOISSON', 'maxi_date': '160611', 'maxi_heure': '122517', 'altiMax': 3222.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_14293.igc', 'dec_date': '280611', 'dec_heure': '120720', 'nearest_dist': 516.6505474768761, 'nearest': 'GRENOBLE LE VERSOUD', 'maxi_date': '280611', 'maxi_heure': '125123', 'altiMax': 2804.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_14294.igc', 'dec_date': '280611', 'dec_heure': '103550', 'nearest_dist': 426.75112731870115, 'nearest': 'CHATEAU ARNOUX SAINT AUBAN', 'maxi_date': '280611', 'maxi_heure': '130526', 'altiMax': 4302.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_14295.igc', 'dec_date': '280611', 'dec_heure': '104651', 'nearest_dist': 385.560147150338, 'nearest': 'VINON', 'maxi_date': '280611', 'maxi_heure': '151343', 'altiMax': 4382.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_14296.igc', 'dec_date': '280611', 'dec_heure': '092928', 'nearest_dist': 705.8709972585551, 'nearest': 'FAYENCE', 'maxi_date': '280611', 'maxi_heure': '141132', 'altiMax': 4340.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_14297.igc', 'dec_date': '270611', 'dec_heure': '094100', 'nearest_dist': 680.6438595164836, 'nearest': 'FAYENCE', 'maxi_date': '270611', 'maxi_heure': '132324', 'altiMax': 4246.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_14298.igc', 'dec_date': '260611', 'dec_heure': '094955', 'nearest_dist': 689.4617889557607, 'nearest': 'FAYENCE', 'maxi_date': '260611', 'maxi_heure': '150259', 'altiMax': 4648.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_14299.igc', 'dec_date': '280611', 'dec_heure': '105704', 'nearest_dist': 552.3911279262039, 'nearest': 'PUIMOISSON', 'maxi_date': '280611', 'maxi_heure': '150214', 'altiMax': 4203.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_143.igc', 'dec_date': '250211', 'dec_heure': '140814', 'nearest_dist': 307.8565506057901, 'nearest': 'NOGARO', 'maxi_date': '250211', 'maxi_heure': '144539', 'altiMax': 1010.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_1430.igc', 'dec_date': '230311', 'dec_heure': '115052', 'nearest_dist': 205.42211774647657, 'nearest': 'SISTERON VAUMEILH', 'maxi_date': '230311', 'maxi_heure': '140452', 'altiMax': 4491.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_14300.igc', 'dec_date': '210611', 'dec_heure': '110508', 'nearest_dist': 696.4006166215096, 'nearest': 'FAYENCE', 'maxi_date': '210611', 'maxi_heure': '132835', 'altiMax': 4204.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_14301.igc', 'dec_date': '250611', 'dec_heure': '100642', 'nearest_dist': 697.0552726065201, 'nearest': 'FAYENCE', 'maxi_date': '250611', 'maxi_heure': '125603', 'altiMax': 2621.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_14302.igc', 'dec_date': '270611', 'dec_heure': '121241', 'nearest_dist': 415.5492655159053, 'nearest': 'ROANNE', 'maxi_date': '270611', 'maxi_heure': '133621', 'altiMax': 3272.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_14303.igc', 'dec_date': '280611', 'dec_heure': '093259', 'nearest_dist': 442.0757970253747, 'nearest': 'CHAMBERY CHALLES LES EAUX', 'maxi_date': '280611', 'maxi_heure': '142713', 'altiMax': 4714.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_14304.igc', 'dec_date': '280611', 'dec_heure': '095527', 'nearest_dist': 706.1471756517943, 'nearest': 'FAYENCE', 'maxi_date': '280611', 'maxi_heure': '121523', 'altiMax': 2153.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_14305.igc', 'dec_date': '280611', 'dec_heure': '131502', 'nearest_dist': 270.9806854983202, 'nearest': 'ROANNE', 'maxi_date': '280611', 'maxi_heure': '134816', 'altiMax': 2516.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_14306.igc', 'dec_date': '300411', 'dec_heure': '114241', 'nearest_dist': 685.7466283963098, 'nearest': 'ROMORANTIN PRUNIERS', 'maxi_date': '300411', 'maxi_heure': '150408', 'altiMax': 1990.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_14307.igc', 'dec_date': '010511', 'dec_heure': '115006', 'nearest_dist': 660.3719732464796, 'nearest': 'ROMORANTIN PRUNIERS', 'maxi_date': '010511', 'maxi_heure': '151536', 'altiMax': 1710.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_14308.igc', 'dec_date': '040511', 'dec_heure': '103714', 'nearest_dist': 691.4508299171523, 'nearest': 'ROMORANTIN PRUNIERS', 'maxi_date': '040511', 'maxi_heure': '145832', 'altiMax': 1660.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_14309.igc', 'dec_date': '290511', 'dec_heure': '150751', 'nearest_dist': 344.166953629849, 'nearest': 'STRASBOURG NEUHOF', 'maxi_date': '290511', 'maxi_heure': '155207', 'altiMax': 1327.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_1431.igc', 'dec_date': '010411', 'dec_heure': '095656', 'nearest_dist': 788.5943714411906, 'nearest': 'FAYENCE', 'maxi_date': '010411', 'maxi_heure': '140842', 'altiMax': 3370.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_14310.igc', 'dec_date': '110611', 'dec_heure': '134357', 'nearest_dist': 333.01081139558323, 'nearest': 'STRASBOURG NEUHOF', 'maxi_date': '110611', 'maxi_heure': '153653', 'altiMax': 2092.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_14311.igc', 'dec_date': '120611', 'dec_heure': '150344', 'nearest_dist': 357.4731010878536, 'nearest': 'STRASBOURG NEUHOF', 'maxi_date': '120611', 'maxi_heure': '151924', 'altiMax': 1769.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_14312.igc', 'dec_date': '060511', 'dec_heure': '110532', 'nearest_dist': 680.26254332671, 'nearest': 'ROMORANTIN PRUNIERS', 'maxi_date': '060511', 'maxi_heure': '150138', 'altiMax': 2010.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_14313.igc', 'dec_date': '040611', 'dec_heure': '125428', 'nearest_dist': 289.6081140604414, 'nearest': 'STRASBOURG NEUHOF', 'maxi_date': '040611', 'maxi_heure': '140736', 'altiMax': 1340.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_14314.igc', 'dec_date': '210511', 'dec_heure': '120131', 'nearest_dist': 308.9233224785336, 'nearest': 'STRASBOURG NEUHOF', 'maxi_date': '210511', 'maxi_heure': '135203', 'altiMax': 2157.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_14315.igc', 'dec_date': '180511', 'dec_heure': '124326', 'nearest_dist': 349.7205590935477, 'nearest': 'STRASBOURG NEUHOF', 'maxi_date': '180511', 'maxi_heure': '145258', 'altiMax': 2510.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_14316.igc', 'dec_date': '020611', 'dec_heure': '123906', 'nearest_dist': 304.3789550099842, 'nearest': 'STRASBOURG NEUHOF', 'maxi_date': '020611', 'maxi_heure': '125022', 'altiMax': 1774.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_14317.igc', 'dec_date': '280511', 'dec_heure': '134822', 'nearest_dist': 320.87714334962453, 'nearest': 'STRASBOURG NEUHOF', 'maxi_date': '280511', 'maxi_heure': '142358', 'altiMax': 1683.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_14318.igc', 'dec_date': '040611', 'dec_heure': '135125', 'nearest_dist': 306.94287608186954, 'nearest': 'STRASBOURG NEUHOF', 'maxi_date': '040611', 'maxi_heure': '140605', 'altiMax': 1257.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_14319.igc', 'dec_date': '050611', 'dec_heure': '112603', 'nearest_dist': 361.2248794645936, 'nearest': 'STRASBOURG NEUHOF', 'maxi_date': '050611', 'maxi_heure': '114543', 'altiMax': 1332.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_1432.igc', 'dec_date': '010411', 'dec_heure': '113639', 'nearest_dist': 562.1042124234043, 'nearest': 'ROMANS SAINT PAUL', 'maxi_date': '010411', 'maxi_heure': '120031', 'altiMax': 1217.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_14320.igc', 'dec_date': '150511', 'dec_heure': '110117', 'nearest_dist': 336.6059707398235, 'nearest': 'STRASBOURG NEUHOF', 'maxi_date': '150511', 'maxi_heure': '111657', 'altiMax': 1696.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_14321.igc', 'dec_date': '250511', 'dec_heure': '124519', 'nearest_dist': 354.3180006706996, 'nearest': 'STRASBOURG NEUHOF', 'maxi_date': '250511', 'maxi_heure': '125609', 'altiMax': 1154.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_14322.igc', 'dec_date': '250511', 'dec_heure': '135953', 'nearest_dist': 363.2178412799646, 'nearest': 'STRASBOURG NEUHOF', 'maxi_date': '250511', 'maxi_heure': '142111', 'altiMax': 1041.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_14323.igc', 'dec_date': '050611', 'dec_heure': '095834', 'nearest_dist': 351.56819141519804, 'nearest': 'STRASBOURG NEUHOF', 'maxi_date': '050611', 'maxi_heure': '100303', 'altiMax': 861.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_14324.igc', 'dec_date': '050611', 'dec_heure': '104748', 'nearest_dist': 363.57961606208505, 'nearest': 'STRASBOURG NEUHOF', 'maxi_date': '050611', 'maxi_heure': '110255', 'altiMax': 747.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_14325.igc', 'dec_date': '050611', 'dec_heure': '114331', 'nearest_dist': 360.5412964846012, 'nearest': 'STRASBOURG NEUHOF', 'maxi_date': '050611', 'maxi_heure': '115858', 'altiMax': 1014.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_14326.igc', 'dec_date': '050611', 'dec_heure': '123124', 'nearest_dist': 351.2978967831344, 'nearest': 'STRASBOURG NEUHOF', 'maxi_date': '050611', 'maxi_heure': '124307', 'altiMax': 1045.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_14327.igc', 'dec_date': '250511', 'dec_heure': '150132', 'nearest_dist': 363.2178412799646, 'nearest': 'STRASBOURG NEUHOF', 'maxi_date': '250511', 'maxi_heure': '152508', 'altiMax': 909.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_14328.igc', 'dec_date': '270611', 'dec_heure': '103805', 'nearest_dist': 242.68334180151382, 'nearest': 'SISTERON VAUMEILH', 'maxi_date': '270611', 'maxi_heure': '110923', 'altiMax': 1928.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_14329.igc', 'dec_date': '280611', 'dec_heure': '105027', 'nearest_dist': 408.201557746791, 'nearest': 'SISTERON VAUMEILH', 'maxi_date': '280611', 'maxi_heure': '140424', 'altiMax': 4390.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_1433.igc', 'dec_date': '010411', 'dec_heure': '115419', 'nearest_dist': 441.69732864067583, 'nearest': 'CHATEAU ARNOUX SAINT AUBAN', 'maxi_date': '010411', 'maxi_heure': '134515', 'altiMax': 2638.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_14330.igc', 'dec_date': '280511', 'dec_heure': '120516', 'nearest_dist': 350.3824387433454, 'nearest': 'STRASBOURG NEUHOF', 'maxi_date': '280511', 'maxi_heure': '132622', 'altiMax': 2401.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_14331.igc', 'dec_date': '290511', 'dec_heure': '134049', 'nearest_dist': 350.3385809509092, 'nearest': 'STRASBOURG NEUHOF', 'maxi_date': '290511', 'maxi_heure': '134539', 'altiMax': 863.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_14332.igc', 'dec_date': '290511', 'dec_heure': '142945', 'nearest_dist': 369.14657962933336, 'nearest': 'STRASBOURG NEUHOF', 'maxi_date': '290511', 'maxi_heure': '144844', 'altiMax': 1005.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_14333.igc', 'dec_date': '290511', 'dec_heure': '152249', 'nearest_dist': 369.0639769087982, 'nearest': 'STRASBOURG NEUHOF', 'maxi_date': '290511', 'maxi_heure': '153559', 'altiMax': 890.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_14334.igc', 'dec_date': '290511', 'dec_heure': '160457', 'nearest_dist': 374.34486460900985, 'nearest': 'STRASBOURG NEUHOF', 'maxi_date': '290511', 'maxi_heure': '162209', 'altiMax': 966.0}
{'path': 'J:\\OneDrive\\Vol a voile\\Fichiers igc degribes\\NetCoupe2011_14335.igc', 'dec_date': '020611', 'dec_heure': '120052', 'nearest_dist': 303.97374014737414, 'nearest': 'STRASBOURG NEUHOF', 'maxi_date': '020611', 'maxi_heure': '145939', 'altiMax': 2768.0}
